id,median.age,mean.age,sd.age,mode.gender,gender.conf,city
5c4055d460bc11e3ae6412cc2052207c_5.jpg,22,20.6666666666667,4.16333199893227,Female,1,Bangkok
5ca0abca5e9e11e396330ee9b50dfb29_5.jpg,18,17.6666666666667,0.577350269189626,Male,0.666666666666667,Bangkok
5cb22aac601b11e38b8f12030b12c9da_5.jpg,23,22.6666666666667,1.52752523165195,Male,1,Bangkok
5d48b3825de611e3affa12769b9f7a8f_5.jpg,26,25.6666666666667,1.52752523165195,Female,1,Bangkok
5d553d2660a911e3a0b11203d828c6cf_5.jpg,22,21.6666666666667,3.51188458428425,Female,1,Bangkok
5d576e4c5f3311e3b11a12f2bc0fbd78_5.jpg,21,20.3333333333333,2.08166599946613,Male,1,Bangkok
5d6fe43e60de11e3b29f1259ac8f2131_5.jpg,19.5,19.8333333333333,1.94079021706795,Male,0.833333333333333,Bangkok
5e7efca45fe211e39516120a11bdc3c5_5.jpg,18,19.6666666666667,2.88675134594813,Female,1,Bangkok
84b22262624d11e39534125f71deab39_5.jpg,19,18.6666666666667,3.51188458428425,Male,1,New York
2e8c2f585ffb11e3b2e91251caec0405_5.jpg,23,23,3,Female,1,Bangkok
84e319d25dff11e39264128ba2e31fd7_5.jpg,24,23.6666666666667,1.52752523165195,Female,1,New York
127b961e5f7411e399f612f861077171_5.jpg,26,27.8333333333333,4.16733328000853,Male,1,Berlin
12ef210c625711e39e6c122aa7b9c56f_5.jpg,23,24,3.60555127546399,Female,1,Berlin
2ef6fd745fc411e3a50b1293d14edd3b_5.jpg,22,21.6666666666667,1.52752523165195,Female,1,Bangkok
84f5eb82605911e3b6a7126315c1ffe7_5.jpg,26,28.6666666666667,5.5075705472861,Female,1,New York
2f99f2065fe011e3a1301282ca2e7262_5.jpg,30,29.3333333333333,6.02771377334171,Female,1,Bangkok
85211548605c11e3931c0e0f73f68b66_5.jpg,33,29,9.64365076099295,Female,1,New York
5eca9df2610011e3aba40eb5267b13ce_5.jpg,28,28,4,Female,0.666666666666667,Bangkok
31000e0460bd11e3849812006f78d5fc_5.jpg,19,19,1,Male,1,Bangkok
852f4db861cc11e383dc1219137b9e09_5.jpg,22,21.3333333333333,2.08166599946613,Male,1,New York
136e286a628111e384c01201eaa9cf62_5.jpg,43,44,4.58257569495584,Male,1,Berlin
001c1aa661a011e3a7060ea937b6d133_5.jpg,19,19.8333333333333,3.48807492274273,Female,1,Bangkok
5ee9966060f311e39ed7120829958d13_5.jpg,23,25.6666666666667,7.37111479583199,Male,1,Bangkok
85bc5e3262db11e3a8621257b6061a99_5.jpg,32,31.3333333333333,3.05505046330389,Female,1,New York
15a350645f1711e3b8000e96f5a90bdf_5.jpg,18,18.3333333333333,0.577350269189626,Female,1,Moscow
310701c6607411e3bf410e241f4beda3_5.jpg,18,18,2,Female,1,Bangkok
5efd79c4629111e3acaa0e387b17fb11_5.jpg,18,18,1,Female,1,Bangkok
1427c24c5e7711e3bc9d124bbc91aedb_5.jpg,24,24.3333333333333,1.52752523165195,Female,1,Berlin
0029aa165d7911e3863312af00698892_5.jpg,23,24,4.58257569495584,Male,1,Bangkok
15ec6fde626311e3b0011203b0247fd0_5.jpg,34,32.6666666666667,3.21455025366432,Female,1,Moscow
31288afa61b711e3bee712e456c400f2_5.jpg,21,21,1,Male,1,Bangkok
5f71d602609811e3ab9712deb6b81b29_5.jpg,23,26,5.19615242270663,Male,1,Bangkok
85f1a0a25eb111e3b7d512b0a3aaf2c4_5.jpg,25,25.6666666666667,1.15470053837925,Male,1,New York
143cfebe62c311e3b1601202e6d85e9f_5.jpg,28,28.6666666666667,3.05505046330389,Male,1,Berlin
165494fc600f11e3bf01125db3b0fbce_5.jpg,22,21.3333333333333,3.05505046330389,Female,1,Moscow
8645b4985dea11e394a00ec3b6531b36_5.jpg,23,25,3.46410161513775,Male,1,New York
003812205cef11e3842c12103ab7ffe2_5.jpg,20,18.6666666666667,2.3094010767585,Female,1,Bangkok
145089c25d1211e3858e12972908f490_5.jpg,30,32,5.29150262212918,Female,1,Berlin
313fab865ce911e3af0b0ebe130bc6a6_5.jpg,20,19.6666666666667,2.51661147842358,Male,1,Bangkok
5facc634627511e3b58a12d7702048c9_5.jpg,18,19.6666666666667,6.65832811847939,Female,1,Bangkok
